"Date","Price","Open","High","Low","Vol.","Change %"
"11/06/2023","10,071.56","9,922.45","10,080.00","9,922.45","159.24K","2.21%"
"11/03/2023","9,853.89","9,747.82","9,876.45","9,747.82","114.06K","1.22%"
"11/02/2023","9,734.77","9,842.56","9,878.96","9,733.39","99.92K","-0.94%"
"11/01/2023","9,826.73","9,897.93","9,901.37","9,808.65","103.40K","-0.38%"
"10/31/2023","9,863.80","9,924.72","9,927.45","9,814.98","116.26K","-0.65%"
"10/30/2023","9,927.99","9,759.22","9,952.43","9,759.17","14.39B","1.61%"
"10/27/2023","9,770.84","9,535.65","9,805.62","9,513.32","133.75K","2.14%"
"10/26/2023","9,566.10","9,470.49","9,570.94","9,433.81","116.92K","0.40%"
"10/25/2023","9,528.31","9,573.67","9,617.47","9,524.82","123.88K","0.47%"
"10/24/2023","9,483.90","9,458.33","9,523.90","9,380.79","11.69B","0.61%"
"10/23/2023","9,425.98","9,552.55","9,552.55","9,373.76","10.74B","-1.51%"
"10/20/2023","9,570.36","9,605.29","9,665.53","9,555.08","100.89K","-0.88%"
"10/19/2023","9,655.09","9,757.19","9,784.53","9,654.97","110.11K","-1.65%"
"10/18/2023","9,816.68","9,914.02","9,914.02","9,809.37","101.02K","-1.24%"
"10/17/2023","9,940.22","9,944.68","9,958.98","9,888.09","9.19B","0.15%"
"10/16/2023","9,924.92","10,065.07","10,065.97","9,889.66","10.53B","-1.42%"
"10/13/2023","10,068.28","10,110.38","10,110.38","10,028.74","10.52B","-0.99%"
"10/12/2023","10,168.49","10,145.49","10,174.23","10,097.21","115.89K","0.83%"
"10/11/2023","10,084.89","10,122.71","10,163.49","10,058.36","101.63K","0.35%"
"10/10/2023","10,050.04","10,133.02","10,159.47","10,044.67","9.06B","-0.56%"
"10/09/2023","10,106.96","10,095.71","10,139.49","9,991.17","9.98B","-0.03%"
"09/28/2023","10,109.53","10,131.66","10,155.03","10,085.09","8.90B","0.05%"
"09/27/2023","10,104.32","10,057.99","10,185.02","10,057.17","8.62B","0.44%"
"09/26/2023","10,060.15","10,110.06","10,146.89","10,060.15","75.30K","-0.60%"
"09/25/2023","10,120.62","10,181.18","10,181.18","10,105.21","89.68K","-0.57%"
"09/22/2023","10,178.74","9,975.37","10,183.39","9,962.94","101.38K","1.97%"
"09/21/2023","9,981.67","10,050.48","10,087.03","9,981.52","7.39B","-0.90%"
"09/20/2023","10,072.46","10,110.41","10,123.69","10,072.46","71.15K","-0.53%"
"09/19/2023","10,125.73","10,185.07","10,185.07","10,082.89","74.25K","-0.73%"
"09/18/2023","10,200.04","10,111.67","10,252.71","10,094.35","81.32K","0.55%"
"09/15/2023","10,144.59","10,213.61","10,241.88","10,115.43","82.85K","-0.52%"
"09/14/2023","10,197.59","10,243.25","10,252.02","10,154.64","7.48B","-0.57%"
"09/13/2023","10,255.87","10,351.79","10,373.15","10,200.89","80.84K","-1.14%"
"09/12/2023","10,373.99","10,376.16","10,421.56","10,356.29","83.34K","-0.08%"
"09/11/2023","10,382.38","10,290.81","10,443.00","10,256.23","105.75K","0.98%"
"09/08/2023","10,281.88","10,284.48","10,319.84","10,233.71","75.23K","-0.38%"
"09/07/2023","10,321.44","10,493.37","10,493.37","10,321.44","91.07K","-1.84%"
"09/06/2023","10,515.21","10,503.15","10,531.29","10,449.79","87.56K","-0.24%"
"09/05/2023","10,540.71","10,593.68","10,611.36","10,523.17","98.95K","-0.67%"
"09/04/2023","10,611.74","10,520.46","10,611.74","10,473.19","122.55K","1.41%"
"09/01/2023","10,463.74","10,449.60","10,512.95","10,429.62","95.20K","0.44%"
"08/31/2023","10,418.21","10,471.99","10,478.91","10,405.96","112.43K","-0.61%"
"08/30/2023","10,482.50","10,477.64","10,569.50","10,456.17","134.28K","0.26%"
"08/29/2023","10,454.98","10,204.25","10,495.95","10,200.85","153.42K","2.17%"
"08/28/2023","10,233.15","10,714.69","10,714.69","10,205.62","172.01K","1.01%"
"08/25/2023","10,130.47","10,197.96","10,212.65","10,092.21","104.28K","-1.23%"
"08/24/2023","10,256.19","10,213.75","10,341.48","10,153.44","104.11K","1.02%"
"08/23/2023","10,152.60","10,351.70","10,351.70","10,151.82","88.52K","-2.14%"
"08/22/2023","10,374.73","10,376.86","10,407.85","10,198.01","103.55K","0.53%"
"08/21/2023","10,320.39","10,432.95","10,481.92","10,320.39","84.93K","-1.32%"
"08/18/2023","10,458.51","10,637.68","10,655.61","10,458.51","88.78K","-1.75%"
"08/17/2023","10,644.52","10,540.44","10,656.83","10,469.79","90.88K","0.61%"
"08/16/2023","10,579.56","10,640.13","10,686.63","10,579.47","87.06K","-0.94%"
"08/15/2023","10,679.73","10,764.80","10,780.52","10,589.86","88.12K","-0.70%"
"08/14/2023","10,755.14","10,697.81","10,763.30","10,607.73","98.00K","-0.50%"
"08/11/2023","10,808.87","11,060.85","11,060.85","10,808.87","103.63K","-2.18%"
"08/10/2023","11,050.22","11,023.24","11,060.47","10,974.66","84.78K","0.10%"
"08/09/2023","11,039.45","11,068.53","11,096.58","11,023.37","93.60K","-0.53%"
"08/08/2023","11,098.45","11,126.69","11,156.02","11,076.49","105.71K","-0.42%"
"08/07/2023","11,145.03","11,207.58","11,207.58","11,113.14","127.22K","-0.83%"
"08/04/2023","11,238.06","11,229.46","11,305.50","11,185.90","15.67B","0.67%"
"08/03/2023","11,163.42","11,067.75","11,164.76","11,067.29","11.40B","0.53%"
"08/02/2023","11,104.16","11,120.86","11,176.94","11,073.23","11.17B","-0.35%"
"08/01/2023","11,143.23","11,168.50","11,211.68","11,102.84","13.30B","-0.36%"
"07/31/2023","11,183.91","11,158.72","11,289.16","11,153.72","17.34B","0.75%"
"07/28/2023","11,100.40","10,895.48","11,120.59","10,877.41","14.70B","1.62%"
"07/27/2023","10,923.77","10,985.58","11,024.01","10,904.74","10.50B","-0.41%"
"07/26/2023","10,968.98","11,001.86","11,001.86","10,942.41","10.83B","-0.47%"
"07/25/2023","11,021.29","10,909.19","11,021.93","10,909.19","13.92B","2.54%"
"07/24/2023","10,747.79","10,771.64","10,837.98","10,730.94","7.67B","-0.58%"
"07/21/2023","10,810.18","10,801.33","10,886.73","10,775.35","8.34B","-0.06%"
"07/20/2023","10,816.27","10,947.63","10,998.07","10,804.35","9.81B","-1.06%"
"07/19/2023","10,932.65","10,959.04","10,992.69","10,876.96","7.91B","-0.37%"
"07/18/2023","10,972.96","11,030.98","11,032.12","10,947.51","92.32K","-0.34%"
"07/17/2023","11,010.36","11,039.13","11,039.13","10,963.47","9.49B","-0.63%"
"07/14/2023","11,080.32","11,108.92","11,120.19","11,069.32","11.84B","-0.14%"
"07/13/2023","11,095.44","10,963.23","11,103.08","10,963.23","11.68B","1.61%"
"07/12/2023","10,919.26","11,020.36","11,029.29","10,905.85","11.47B","-0.99%"
"07/11/2023","11,028.68","10,953.88","11,030.19","10,933.23","9.10B","0.78%"
"07/10/2023","10,942.83","10,926.36","10,995.80","10,901.84","9.58B","0.50%"
"07/07/2023","10,888.55","10,939.29","10,949.98","10,852.96","10.32B","-0.73%"
"07/06/2023","10,968.37","11,001.87","11,072.07","10,954.15","10.67B","-0.55%"
"07/05/2023","11,029.30","11,129.12","11,129.12","11,014.39","10.55B","-0.91%"
"07/04/2023","11,130.30","11,080.64","11,133.45","11,055.26","11.27B","0.35%"
"07/03/2023","11,091.56","11,059.31","11,128.93","11,028.24","13.22B","0.59%"
"06/30/2023","11,026.59","10,897.42","11,067.39","10,883.57","11.25B","1.02%"
"06/29/2023","10,915.50","10,909.08","10,965.11","10,880.88","10.74B","-0.10%"
"06/28/2023","10,926.32","10,947.89","10,951.41","10,792.35","11.01B","-0.47%"
"06/27/2023","10,978.08","10,879.49","10,987.19","10,863.66","10.43B","0.97%"
"06/26/2023","10,872.30","10,963.62","11,002.37","10,848.72","13.29B","-1.68%"
"06/21/2023","11,058.63","11,262.84","11,278.97","11,058.63","12.08B","-2.18%"
"06/20/2023","11,305.35","11,260.15","11,338.15","11,248.14","123.08K","0.28%"
"06/19/2023","11,274.05","11,305.79","11,307.75","11,244.42","13.10B","-0.29%"
"06/16/2023","11,306.53","11,194.55","11,316.24","11,183.79","13.07B","1.11%"
"06/15/2023","11,182.94","11,011.95","11,185.68","11,011.85","134.00K","1.81%"
"06/14/2023","10,984.56","10,976.51","11,034.18","10,962.45","12.69B","0.26%"
"06/13/2023","10,955.96","10,855.44","10,963.65","10,853.57","11.99B","0.76%"
"06/12/2023","10,873.74","10,769.02","10,914.63","10,752.01","12.57B","0.74%"
"06/09/2023","10,793.93","10,733.52","10,793.93","10,697.36","13.46B","0.66%"
"06/08/2023","10,722.87","10,710.91","10,775.33","10,648.14","10.81B","0.13%"
"06/07/2023","10,708.82","10,783.31","10,799.46","10,681.48","9.82B","-0.60%"
"06/06/2023","10,773.45","10,928.51","10,932.83","10,752.22","128.77K","-1.58%"
"06/05/2023","10,946.08","10,990.73","10,990.73","10,903.05","12.09B","-0.47%"
"06/02/2023","10,998.08","10,875.31","11,012.55","10,875.31","130.87K","1.50%"
"06/01/2023","10,835.90","10,758.89","10,913.64","10,735.51","13.63B","0.39%"
"05/31/2023","10,793.85","10,849.81","10,849.81","10,732.42","12.83B","-0.70%"
"05/30/2023","10,869.55","10,799.40","10,869.55","10,697.87","14.02B","0.44%"
"05/29/2023","10,822.09","10,942.67","10,961.79","10,790.50","14.07B","-0.80%"
"05/26/2023","10,909.65","10,889.27","10,926.84","10,798.65","11.19B","0.12%"
"05/25/2023","10,896.58","10,915.12","10,954.24","10,801.22","11.63B","-0.22%"
"05/24/2023","10,920.33","10,976.73","11,028.57","10,920.33","10.76B","-0.84%"
"05/23/2023","11,012.58","11,124.26","11,137.63","11,012.58","10.55B","-1.03%"
"05/22/2023","11,127.04","11,083.38","11,159.31","11,037.21","105.55K","0.32%"
"05/19/2023","11,091.36","11,061.75","11,145.51","11,034.63","11.63B","0.12%"
"05/18/2023","11,078.28","11,108.33","11,144.48","11,024.09","11.80B","-0.12%"
"05/17/2023","11,091.08","11,084.56","11,120.97","11,036.77","9.98B","-0.07%"
"05/16/2023","11,099.26","11,182.36","11,182.36","11,069.44","11.71B","-0.71%"
"05/15/2023","11,178.62","11,019.70","11,178.62","10,995.70","13.93B","1.57%"
"05/12/2023","11,005.64","11,131.30","11,172.71","11,004.26","12.64B","-1.23%"
"05/11/2023","11,142.53","11,158.72","11,200.91","11,136.26","13.09B","0.02%"
"05/10/2023","11,140.19","11,101.01","11,177.81","11,043.36","14.71B","0.14%"
"05/09/2023","11,125.02","11,208.74","11,265.33","11,121.97","19.07B","-0.90%"
"05/08/2023","11,225.77","11,206.33","11,234.92","11,158.83","17.11B","0.40%"
"05/05/2023","11,180.87","11,260.62","11,262.33","11,124.91","16.99B","-0.82%"
"05/04/2023","11,273.87","11,310.35","11,329.00","11,242.12","18.66B","-0.57%"
"04/28/2023","11,338.67","11,228.46","11,340.46","11,228.46","16.18B","1.08%"
"04/27/2023","11,217.00","11,140.89","11,258.76","11,128.11","14.89B","0.28%"
"04/26/2023","11,185.68","11,101.18","11,244.04","11,088.20","15.91B","0.33%"
"04/25/2023","11,149.01","11,307.09","11,320.45","11,034.18","17.33B","-1.48%"
"04/24/2023","11,317.01","11,442.38","11,452.91","11,265.77","15.87B","-1.17%"
"04/21/2023","11,450.43","11,729.80","11,751.42","11,450.13","16.96B","-2.28%"
"04/20/2023","11,717.26","11,751.38","11,751.38","11,659.65","155.48K","-0.37%"
"04/19/2023","11,760.27","11,844.32","11,844.32","11,743.85","14.74B","-0.84%"
"04/18/2023","11,860.40","11,834.77","11,891.11","11,818.25","14.67B","0.04%"
"04/17/2023","11,855.48","11,783.68","11,855.48","11,781.29","15.44B","0.47%"
"04/14/2023","11,800.09","11,760.43","11,816.68","11,737.30","14.73B","0.51%"
"04/13/2023","11,739.84","11,836.82","11,844.40","11,727.89","15.77B","-1.21%"
"04/12/2023","11,883.51","11,873.26","11,912.95","11,842.26","15.91B","0.05%"
"04/11/2023","11,877.15","11,866.35","11,914.32","11,819.76","15.16B","0.04%"
"04/10/2023","11,871.93","11,987.68","11,992.32","11,845.88","15.92B","-0.80%"
"04/07/2023","11,967.74","11,867.87","11,979.59","11,858.50","14.83B","0.85%"
"04/06/2023","11,866.31","11,787.35","11,874.80","11,778.80","16.37B","0.06%"
"04/04/2023","11,859.48","11,878.16","11,885.38","11,792.24","18.27B","-0.25%"
"04/03/2023","11,889.42","11,751.68","11,898.76","11,751.68","18.95B","1.39%"
"03/31/2023","11,726.40","11,666.31","11,737.28","11,657.57","14.38B","0.64%"
"03/30/2023","11,651.83","11,578.33","11,656.48","11,505.55","13.52B","0.62%"
"03/29/2023","11,579.92","11,584.92","11,623.43","11,538.17","13.87B","0.13%"
"03/28/2023","11,564.45","11,637.51","11,649.15","11,548.42","14.68B","-0.72%"
"03/27/2023","11,647.94","11,621.92","11,659.00","11,558.38","16.88B","0.12%"
"03/24/2023","11,634.22","11,616.46","11,648.54","11,581.42","16.22B","0.25%"
"03/23/2023","11,605.29","11,457.79","11,605.29","11,442.95","15.43B","0.94%"
"03/22/2023","11,496.93","11,459.83","11,521.42","11,448.19","15.47B","0.61%"
"03/21/2023","11,427.25","11,270.07","11,427.25","11,270.07","12.55B","1.60%"
"03/20/2023","11,247.13","11,289.96","11,342.03","11,231.01","15.47B","-0.27%"
"03/17/2023","11,278.05","11,328.37","11,388.52","11,245.15","14.70B","0.36%"
"03/16/2023","11,237.70","11,336.75","11,381.73","11,223.10","12.30B","-1.54%"
"03/15/2023","11,413.43","11,485.95","11,537.72","11,408.19","11.18B","-0.03%"
"03/14/2023","11,416.57","11,483.64","11,486.56","11,282.58","129.57K","-0.77%"
"03/13/2023","11,505.02","11,405.14","11,511.12","11,396.61","11.82B","0.55%"
"03/10/2023","11,442.54","11,513.66","11,535.54","11,437.99","10.66B","-1.19%"
"03/09/2023","11,579.99","11,605.94","11,637.03","11,525.23","9.12B","-0.16%"
"03/08/2023","11,598.29","11,566.57","11,617.94","11,534.67","9.63B","-0.09%"
"03/07/2023","11,608.58","11,824.17","11,839.61","11,606.19","13.38B","-1.98%"
"03/06/2023","11,842.88","11,850.82","11,862.37","11,742.13","12.85B","-0.08%"
"03/03/2023","11,851.92","11,862.16","11,895.97","11,770.34","11.56B","0.02%"
"03/02/2023","11,849.51","11,902.17","11,929.15","11,837.12","12.76B","-0.54%"
"03/01/2023","11,914.32","11,783.76","11,931.10","11,751.36","12.76B","1.11%"
"02/28/2023","11,783.80","11,745.16","11,792.68","11,666.37","10.15B","0.70%"
"02/27/2023","11,701.95","11,728.09","11,781.28","11,678.80","9.89B","-0.73%"
"02/24/2023","11,787.45","11,887.77","11,889.24","11,742.73","9.97B","-0.81%"
"02/23/2023","11,884.30","11,895.46","11,963.14","11,829.87","11.47B","-0.13%"
"02/22/2023","11,900.12","11,892.14","11,963.21","11,868.79","11.05B","-0.57%"
"02/21/2023","11,968.60","11,947.65","12,005.00","11,886.24","14.32B","0.12%"
"02/20/2023","11,954.13","11,717.68","11,956.89","11,681.53","15.41B","2.03%"
"02/17/2023","11,715.77","11,894.88","11,927.11","11,713.80","13.24B","-1.61%"
"02/16/2023","11,907.40","12,064.04","12,163.97","11,826.72","18.24B","-1.30%"
"02/15/2023","12,064.38","12,103.72","12,132.80","12,036.23","13.68B","-0.25%"
"02/14/2023","12,094.94","12,142.83","12,143.29","12,035.55","12.69B","-0.15%"
"02/13/2023","12,113.61","11,964.75","12,116.04","11,952.60","14.54B","1.14%"
"02/10/2023","11,976.85","12,031.72","12,062.16","11,917.74","12.71B","-0.59%"
"02/09/2023","12,048.27","11,821.96","12,048.27","11,811.98","12.08B","1.64%"
"02/08/2023","11,853.46","11,939.86","11,957.01","11,843.29","10.76B","-0.62%"
"02/07/2023","11,926.88","11,936.36","11,958.22","11,864.72","11.32B","0.12%"
"02/06/2023","11,912.56","11,957.27","11,977.24","11,841.67","11.54B","-1.18%"
"02/03/2023","12,054.29","12,086.28","12,095.39","11,904.28","12.13B","-0.63%"
"02/02/2023","12,131.20","12,187.55","12,208.88","12,107.52","14.00B","-0.22%"
"02/01/2023","12,158.19","12,034.88","12,158.19","11,984.45","14.90B","1.31%"
"01/31/2023","12,001.26","12,076.14","12,115.45","11,987.01","13.60B","-0.80%"
"01/30/2023","12,097.76","12,229.38","12,246.01","12,088.24","15.59B","0.98%"
"01/20/2023","11,980.62","11,942.15","11,997.53","11,931.88","10.96B","0.57%"
"01/19/2023","11,913.26","11,796.40","11,913.26","11,763.82","10.14B","0.87%"
"01/18/2023","11,810.66","11,813.38","11,855.44","11,793.32","9.62B","0.09%"
"01/17/2023","11,800.55","11,794.96","11,830.58","11,746.76","10.20B","0.13%"
"01/16/2023","11,785.77","11,612.36","11,886.95","11,612.36","14.36B","1.58%"
"01/13/2023","11,602.30","11,509.21","11,602.30","11,489.19","9.62B","1.19%"
"01/12/2023","11,465.73","11,470.61","11,528.93","11,425.11","9.84B","0.23%"
"01/11/2023","11,439.44","11,498.97","11,563.78","11,424.25","10.27B","-0.59%"
"01/10/2023","11,506.79","11,455.60","11,526.28","11,413.99","10.28B","0.49%"
"01/09/2023","11,450.15","11,411.37","11,490.59","11,408.67","11.04B","0.72%"
"01/06/2023","11,367.73","11,327.03","11,443.45","11,314.35","11.73B","0.32%"
"01/05/2023","11,332.01","11,136.77","11,346.22","11,136.77","11.72B","2.13%"
"01/04/2023","11,095.37","11,099.15","11,149.15","11,035.77","10.42B","-0.20%"
"01/03/2023","11,117.13","11,003.05","11,134.96","10,921.42","10.47B","0.92%"
"12/30/2022","11,015.99","11,046.07","11,071.93","11,013.32","7.46B","0.18%"
"12/29/2022","10,996.41","10,971.27","11,064.02","10,956.95","7.85B","-0.13%"
"12/28/2022","11,010.53","11,055.06","11,061.19","10,975.13","9.14B","-0.86%"
"12/27/2022","11,106.50","11,010.93","11,115.77","11,000.11","8.23B","1.16%"
"12/26/2022","10,978.99","10,858.33","10,996.64","10,858.33","7.72B","1.19%"
"12/23/2022","10,849.64","10,811.57","10,918.18","10,794.14","6.84B","-0.25%"
"12/22/2022","10,876.31","10,976.58","11,034.67","10,840.30","8.35B","-0.33%"
"12/21/2022","10,912.09","10,966.31","11,001.15","10,872.27","7.02B","-0.34%"
"12/20/2022","10,949.12","11,092.86","11,092.86","10,908.53","7.86B","-1.58%"
"12/19/2022","11,124.70","11,286.66","11,329.56","11,083.85","10.08B","-1.51%"
"12/16/2022","11,295.03","11,289.52","11,327.27","11,234.62","9.07B","-0.56%"
"12/15/2022","11,358.11","11,306.79","11,371.18","11,269.61","9.22B","0.32%"
"12/14/2022","11,321.81","11,341.96","11,375.22","11,298.43","9.89B","-0.02%"
"12/13/2022","11,323.70","11,398.84","11,399.16","11,312.10","100.51K","-0.66%"
"12/12/2022","11,399.13","11,453.26","11,457.09","11,392.89","12.02B","-0.89%"
"12/09/2022","11,501.58","11,397.10","11,511.32","11,360.15","14.85B","0.98%"
"12/08/2022","11,389.79","11,403.19","11,429.77","11,343.57","11.60B","-0.25%"
"12/07/2022","11,418.76","11,365.98","11,504.39","11,358.68","13.00B","0.17%"
"12/06/2022","11,398.82","11,278.49","11,465.41","11,264.47","13.50B","0.67%"
"12/05/2022","11,323.34","11,292.34","11,338.86","11,250.62","15.76B","0.92%"
"12/02/2022","11,219.79","11,238.44","11,312.32","11,206.78","11.67B","-0.39%"
"12/01/2022","11,264.16","11,282.46","11,350.48","11,262.81","15.68B","1.40%"
"11/30/2022","11,108.50","11,071.31","11,140.50","11,044.03","15.35B","0.18%"
"11/29/2022","11,089.01","10,891.72","11,112.73","10,888.54","15.33B","2.40%"
"11/28/2022","10,829.08","10,708.56","10,833.27","10,657.89","11.01B","-0.69%"
"11/25/2022","10,904.27","10,928.15","10,962.14","10,881.08","10.32B","-0.48%"
"11/24/2022","10,956.68","11,019.47","11,061.36","10,927.85","9.58B","-0.15%"
"11/23/2022","10,972.81","10,971.00","11,025.48","10,842.59","10.44B","-0.27%"
"11/22/2022","11,002.93","11,113.32","11,152.00","10,960.88","11.32B","-1.18%"
"11/21/2022","11,134.47","11,086.69","11,137.63","11,014.96","11.57B","-0.41%"
"11/18/2022","11,180.43","11,229.11","11,310.22","11,171.19","13.95B","-0.37%"
"11/17/2022","11,221.45","11,199.62","11,221.45","11,077.59","12.48B","-0.13%"
"11/16/2022","11,235.56","11,336.07","11,385.87","11,220.33","13.39B","-1.02%"
"11/15/2022","11,351.33","11,100.23","11,351.33","11,069.15","16.11B","2.14%"
"11/14/2022","11,113.46","11,177.07","11,260.86","11,067.89","16.61B","-0.24%"
"11/11/2022","11,139.77","11,217.11","11,272.16","11,085.93","18.29B","2.12%"
"11/10/2022","10,908.55","10,964.94","10,979.71","10,848.48","11.45B","-1.33%"
"11/09/2022","11,055.29","11,149.37","11,185.51","11,049.33","10.50B","-0.79%"
"11/08/2022","11,142.93","11,202.44","11,212.54","11,055.08","10.84B","-0.58%"
"11/07/2022","11,207.73","11,184.16","11,272.80","11,127.25","13.70B","0.18%"
"11/04/2022","11,187.43","10,848.30","11,226.21","10,848.30","15.15B","3.20%"
"11/03/2022","10,840.06","10,766.22","10,877.74","10,754.29","11.25B","-0.34%"
"11/02/2022","10,877.51","10,704.25","10,951.45","10,687.21","14.37B","1.33%"
"11/01/2022","10,734.25","10,420.95","10,734.25","10,395.56","13.70B","3.24%"